arc,id,name,size,sha16,tags,j3d
Demo01_01.arc,0x0006,demo01_link_cut03_bd_1_l.bck,4512,e10fb8bc198df805,"anim,link_body",-1
Demo01_01.arc,0x0007,demo01_link_cut03_bd_2_o.bck,12224,573bbaa2c0c9835e,"anim,link_body",-1
Demo01_01.arc,0x000a,demo01_link_cut05_bd_1_o.bck,5184,4b359f846ef28c5b,"anim,link_body",-1
Demo01_01.arc,0x000c,demo01_link_cut06_bd_1_l.bck,5600,177653e3fb6e3e39,"anim,link_body",-1
Demo01_01.arc,0x000d,demo01_link_cut07_bd_1_o.bck,7424,4a207d47b990a5b3,"anim,link_body",-1
Demo01_01.arc,0x000e,demo01_link_cut07_bd_2_o.bck,50272,e35ce4ce36b21398,"anim,link_body",-1
Demo01_01.arc,0x0011,demo01_link_cut08_bd_1_o.bck,22144,df6f7a23204c0b96,"anim,link_body",-1
Demo01_01.arc,0x003a,demo00_link_cut00_hd_tmp.bck,1824,191e35cea679d1b9,"anim,tmp",-1
Demo01_02.arc,0x0008,demo01_link_cut01_bd_1_o.bck,24960,abfc7210261b2a32,"anim,link_body",-1
Demo01_02.arc,0x0009,demo01_link_cut03_bd_1_o.bck,12896,ab123d791816bc90,"anim,link_body",-1
Demo01_02.arc,0x000a,demo01_link_cut04_bd_1_o.bck,23712,6b5176c020041741,"anim,link_body",-1
Demo01_02.arc,0x001c,demo01_link_cut02_bd_1_o.bck,23136,3ffcb58023e3f56c,"anim,link_body",-1
Demo01_03.arc,0x0005,demo01_link_cut01_bd_1_o.bck,8032,a2254c79dc199c3c,"anim,link_body",-1
Demo01_03.arc,0x0008,demo01_link_cut04_bd_1_o.bck,4832,7276db1f6f3c07d6,"anim,link_body",-1
Demo01_03.arc,0x002d,demo01_link_cut09_bd_1_o.bck,14560,99f8587b1b9cca0d,"anim,link_body",-1
Demo01_03.arc,0x002e,demo01_link_cut09_bd_2_o.bck,11712,3d9a5669ebf109a2,"anim,link_body",-1
Demo01_04.arc,0x0003,demo01_link_cut01_bd_1_o.bck,14464,311fccc197b68a15,"anim,link_body",-1
Demo01_04.arc,0x0004,demo01_link_cut03_bd_1_o.bck,3904,c45e72a78aae4d3f,"anim,link_body",-1
Demo01_05.arc,0x000e,demo01_link_cut02_bd_1_o.bck,5920,c99bfb7a1985dfd2,"anim,link_body",-1
Demo01_05.arc,0x0011,demo01_link_cut03_bd_1_o.bck,14720,ebf6274dadf066d0,"anim,link_body",-1
Demo02_00.arc,0x0022,demo02_link_cut03_bd_1_o.bck,6048,6c86ca45888149f3,"anim,link_body",-1
Demo02_00.arc,0x0025,demo02_link_cut04_bd_1_o.bck,6336,f34d5e65425257a2,"anim,link_body",-1
Demo02_00.arc,0x0028,demo02_link_cut05_bd_1_o.bck,29472,e8ad6a19d7b095e0,"anim,link_body",-1
Demo02_00.arc,0x0029,demo02_link_cut05_bd_2_l.bck,3840,1df96e6c140e5ea5,"anim,link_body",-1
Demo02_00.arc,0x002e,demo02_link_cut07_bd_1_o.bck,21024,9400ec19fceabaa0,"anim,link_body",-1
Demo02_00.arc,0x002f,demo02_link_cut07_bd_2_l.bck,2784,bf39da5734d89db4,"anim,link_body",-1
Demo02_00.arc,0x0034,demo02_link_cut09_bd_1_o.bck,3904,2489a11a4ce30a2d,"anim,link_body",-1
Demo02_00.arc,0x0035,demo02_link_cut09_bd_2_l.bck,2688,341d2bda6dad43f2,"anim,link_body",-1
Demo02_00.arc,0x003a,demo02_link_cut10_bd_1_o.bck,11584,69edaf0cf49d0b9f,"anim,link_body",-1
Demo02_00.arc,0x003b,demo02_link_cut10_bd_2_l.bck,4288,d90f63d9043919d9,"anim,link_body",-1
Demo02_00.arc,0x003c,demo02_link_cut10_bd_3_o.bck,9344,0443c77e56e10a6e,"anim,link_body",-1
Demo02_00.arc,0x003d,demo02_link_cut10_bd_4_l.bck,3840,ecf600a99559cbad,"anim,link_body",-1
Demo02_00.arc,0x0046,demo02_link_cut11_bd_1_l.bck,5088,839c39e901957429,"anim,link_body",-1
Demo02_00.arc,0x0049,demo02_link_cut12_bd_1_l.bck,4064,0a7f09878da4dcda,"anim,link_body",-1
Demo02_00.arc,0x004a,demo02_link_cut12_bd_2_o.bck,10656,e2288948bbd8fb7d,"anim,link_body",-1
Demo02_00.arc,0x004b,demo02_link_cut12_bd_3_l.bck,5120,e98b5e2953b19426,"anim,link_body",-1
Demo02_00.arc,0x0052,demo02_link_cut13_bd_1_o.bck,5696,0d56a90bd4c79364,"anim,link_body",-1
Demo02_00.arc,0x0053,demo02_link_cut13_bd_2_l.bck,3456,e10ef5e4e7c50664,"anim,link_body",-1
Demo02_00.arc,0x0054,demo02_link_cut13_bd_3_o.bck,8768,2ea7da72ce76a244,"anim,link_body",-1
Demo02_00.arc,0x0055,demo02_link_cut13_bd_4_l.bck,3680,1e397e7af27bbd6f,"anim,link_body",-1
Demo02_00.arc,0x0070,demo02_link_cut00_hd_1_o.blk,672,a308d2203d5847be,"anim,link_body",-1
Demo02_00.arc,0x0072,demo02_link_cut00_hd_1_o.bls,67360,1f708a85bdd5ace3,link_body,-1
Demo02_00.arc,0x00e9,demo02_link_cut03_bd_1_o.btp,96,578157f9cabf0860,"anim,link_body",-1
Demo02_00.arc,0x00ec,demo02_link_cut04_bd_1_o.btp,96,87108493afef94c3,"anim,link_body",-1
Demo02_00.arc,0x00ef,demo02_link_cut05_bd_1_o.btp,96,1fe1bba5f6fe6de1,"anim,link_body",-1
Demo02_00.arc,0x00f0,demo02_link_cut05_bd_2_l.btp,96,d4ed15b7aa7d6c54,"anim,link_body",-1
Demo02_00.arc,0x00f5,demo02_link_cut07_bd_1_o.btp,96,4b53036499cf6efa,"anim,link_body",-1
Demo02_00.arc,0x00f6,demo02_link_cut07_bd_2_l.btp,96,32ea9cc788cceaac,"anim,link_body",-1
Demo02_00.arc,0x00ff,demo02_link_cut10_bd_1_o.btp,96,ad25d13fa6829ad9,"anim,link_body",-1
Demo02_00.arc,0x0100,demo02_link_cut10_bd_2_l.btp,96,0d44305516155665,"anim,link_body",-1
Demo02_00.arc,0x0101,demo02_link_cut10_bd_3_o.btp,96,bde51cf2cc40158d,"anim,link_body",-1
Demo02_00.arc,0x0102,demo02_link_cut10_bd_4_l.btp,96,0d44305516155665,"anim,link_body",-1
Demo02_00.arc,0x010b,demo02_link_cut11_bd_1_l.btp,96,0d44305516155665,"anim,link_body",-1
Demo02_00.arc,0x010e,demo02_link_cut12_bd_1_l.btp,96,c82f880daac6da2d,"anim,link_body",-1
Demo02_00.arc,0x010f,demo02_link_cut12_bd_2_o.btp,96,aad39cce73a98eaa,"anim,link_body",-1
Demo02_00.arc,0x0110,demo02_link_cut12_bd_3_l.btp,96,d4ed15b7aa7d6c54,"anim,link_body",-1
Demo02_00.arc,0x0117,demo02_link_cut13_bd_1_o.btp,96,4abb8962a225f59b,"anim,link_body",-1
Demo02_00.arc,0x0118,demo02_link_cut13_bd_2_l.btp,96,45f433337863bb55,"anim,link_body",-1
Demo02_00.arc,0x0119,demo02_link_cut13_bd_3_o.btp,96,650e8c89c29d7096,"anim,link_body",-1
Demo02_00.arc,0x011a,demo02_link_cut13_bd_4_l.btp,96,3089080c4f85b15d,"anim,link_body",-1
Demo04_00.arc,0x001e,demo04_link_cut01_bd_1_o.bck,68448,b08baedb06d3ab03,"anim,link_body",-1
Demo04_00.arc,0x0020,demo04_link_cut03_bd_1_o.bck,4864,4646cdca672de32b,"anim,link_body",-1
Demo04_00.arc,0x0021,demo04_link_cut05_bd_1_o.bck,4480,45e7834316824e69,"anim,link_body",-1
Demo04_00.arc,0x0022,demo04_link_cut05_bd_2_l.bck,2784,86a9e5d5c91ce62b,"anim,link_body",-1
Demo04_00.arc,0x0025,demo04_link_cut06_bd_1_o.bck,16832,a0a2019d9446367f,"anim,link_body",-1
Demo04_00.arc,0x0027,demo04_link_cut08_bd_1_o.bck,9056,2b0e327603d67b8a,"anim,link_body",-1
Demo04_00.arc,0x0029,demo04_link_cut09_bd_1_o.bck,21696,6fadaab961d48911,"anim,link_body",-1
Demo04_00.arc,0x002b,demo04_link_cut13_bd_1_o.bck,33920,6f5057a99669b8d2,"anim,link_body",-1
Demo04_00.arc,0x002d,demo04_link_cut15_bd_1_l.bck,2368,026663aeacea82ef,"anim,link_body",-1
Demo04_00.arc,0x002f,demo04_link_cut16_bd_1_l.bck,2464,0899a6bd203cf796,"anim,link_body",-1
Demo04_00.arc,0x0031,demo04_link_cut18_bd_1_l.bck,2496,d7140639e08e26ca,"anim,link_body",-1
Demo04_00.arc,0x0033,demo04_link_cut20_bd_1_o.bck,2368,34a12436d8f8f6e7,"anim,link_body",-1
Demo04_00.arc,0x0035,demo04_link_cut21_bd_1_o.bck,2528,b82cc2b55f40f7fd,"anim,link_body",-1
Demo04_00.arc,0x0037,demo04_link_cut22_bd_1_o.bck,48416,b6ba16c5bbbef8ee,"anim,link_body",-1
Demo04_00.arc,0x0038,demo04_link_cut22_bd_2_o.bck,13312,ab3679f23d723704,"anim,link_body",-1
Demo04_00.arc,0x003b,demo04_link_cut26_bd_1_o.bck,48800,5e600c2d9a62d76b,"anim,link_body",-1
Demo04_00.arc,0x003d,demo04_link_cut27_bd_1_o.bck,12928,7326db960b92b397,"anim,link_body",-1
Demo04_00.arc,0x003f,demo04_link_cut28_bd_1_o.bck,9408,3bc96cdcce7ff959,"anim,link_body",-1
Demo04_00.arc,0x0041,demo04_link_cut99_bd_1_o.bck,4352,b73a7c29fc0fb278,"anim,link_body",-1
Demo04_00.arc,0x0059,demo04_rdwb_cut00_gp_0_o.bck,3712,57accee6bce718c0,"anim,beta_cast",-1
Demo04_00.arc,0x005a,demo04_rdwb_cut00_gp_wait_l.bck,8416,6475e4e27ac24360,"anim,beta_cast",-1
Demo04_00.arc,0x005b,demo04_rdwb_cut07_gp_1_o.bck,63072,b3940af6730427e7,"anim,beta_cast",-1
Demo04_00.arc,0x005c,demo04_rdwb_cut09_gp_1_o.bck,37408,3c54ab8e02b4eb1e,"anim,beta_cast",-1
Demo04_00.arc,0x005d,demo04_rdwb_cut10_gp_1_o.bck,16736,d11718d284144ef2,"anim,beta_cast",-1
Demo04_00.arc,0x005e,demo04_rdwb_cut13_gp_1_o.bck,40864,a68c5bff756d0a8c,"anim,beta_cast",-1
Demo04_00.arc,0x005f,demo04_rdwb_cut14_gp_b_o.bck,7520,4dac96bbe97710f8,"anim,beta_cast",-1
Demo04_00.arc,0x0060,demo04_rdwb_cut16_gp_1_l.bck,7904,7c67e4598da24f46,"anim,beta_cast",-1
Demo04_00.arc,0x0061,demo04_rdwb_cut19_gp_1_o.bck,16672,066adcbd43199ed7,"anim,beta_cast",-1
Demo04_00.arc,0x0062,demo04_rdwb_cut20_gp_a_o.bck,24608,8cc88ed71a9e3a59,"anim,beta_cast",-1
Demo04_00.arc,0x0063,demo04_rdwb_cut20_gp_b_o.bck,24448,df5c3670e91b2e09,"anim,beta_cast",-1
Demo04_00.arc,0x0085,demo04_rdwb_cut00_gp_0_o.bmd,137248,3f5bd66686103a74,"beta_cast,model",0
Demo04_01.arc,0x0044,demo04_link_cut01_bd_1_o.bck,6208,5f23e537f3d4c920,"anim,link_body",-1
Demo04_01.arc,0x0045,demo04_link_cut03_bd_1_o.bck,11584,a289486f480ef68a,"anim,link_body",-1
Demo04_01.arc,0x0061,demo04_link_cut04_bd_1_o.bck,5408,6155a15e8dcfa21c,"anim,link_body",-1
Demo04_01.arc,0x0063,demo04_link_cut05_bd_1_o.bck,4480,4c04ab7b4b7c1c6b,"anim,link_body",-1
Demo04_01.arc,0x0064,demo04_link_cut05_bd_2_o.bck,5056,8de04bfe05ae148e,"anim,link_body",-1
Demo04_01.arc,0x0067,demo04_link_cut06_bd_1_o.bck,23232,ca02a3fa31dfdfae,"anim,link_body",-1
Demo04_01.arc,0x0069,demo04_link_cut08_bd_1_o.bck,14048,fb29f3ecfd221e8f,"anim,link_body",-1
Demo04_01.arc,0x0074,demo04_link_cut09_gp_henkei3_o.bck,8256,7b4e27980b94c109,"anim,henkei",-1
Demo04_01.arc,0x00b3,demo00_link_cut00_hl_tmp.bck,1984,4819deb6a60f5a85,"anim,link_body,tmp",-1
Demo04_01.arc,0x00b5,demo04_link_cut09_gp_hl1_o.bck,8320,9bb8b90ff2265cd0,"anim,link_body",-1
Demo04_01.arc,0x00c6,demo04_link_cut04_hl_1_o.bck,2080,6bb13b546a6a0173,"anim,link_body",-1
Demo04_01.arc,0x005e,demo04_link_cut99_gp_hiface_o.bmd,81344,ae15bf9ca47b230d,"hiface,model",0
Demo04_01.arc,0x008d,demo04_link_cut99_gp_henkeiface_o.bmd,36064,1faf0f8252fd567d,"henkei,model",0
Demo04_01.arc,0x008e,demo04_wl_cut99_gp_henkei_o.bmd,31104,08e1ab3a005a6abb,"henkei,model",0
Demo04_01.arc,0x00aa,demo00_link_cut00_hl_tmp.bmd,75680,c4c9f14784e11d5c,"link_body,model,tmp",0
Demo04_01.arc,0x00b6,demo04_link_cut99_gp_hl_o.bmd,221760,2c8774146a3f31bb,"link_body,model",0
Demo04_01.arc,0x00b8,demo04_link_cut99_gp_blnohandl_o.bmd,132736,7b8267a2dac85c6a,"link_body,model",0
Demo04_01.arc,0x00bb,demo04_link_cut04_hl_1_o.brk,768,0575e0b0b8f0b2a2,"anim,link_body",-1
Demo04_01.arc,0x00bc,demo04_link_cut09_gp_hl1_o.brk,480,4c11f3e9dcfd7657,"anim,link_body",-1
Demo04_01.arc,0x00bd,demo04_link_cut05_hl_2_o.brk,480,4c11f3e9dcfd7657,"anim,link_body",-1
Demo06_01.arc,0x007f,demo06_kusari_cut01_bd_high_o.bck,79360,08bef5532101068e,"anim,high",-1
Demo06_01.arc,0x0080,demo06_kusari_cut02_bd_high_o.bck,85376,9c6a9408c0a0ef14,"anim,high",-1
Demo06_01.arc,0x0081,demo06_kusari_cut04_bd_high_o.bck,14560,6e8fae35a1c93523,"anim,high",-1
Demo06_01.arc,0x0084,demo06_okamilink_cut01_bd_cam_o.bck,29504,dd1b15c39bf70c81,"anim,link_body",-1
Demo06_01.arc,0x0085,demo06_okamilink_cut02_bd_cam_o.bck,32992,ac337ee91f97b538,"anim,link_body",-1
Demo06_01.arc,0x0086,demo06_okamilink_cut04_bd_hoeru_o.bck,5696,a670b711172ee788,"anim,link_body",-1
Demo06_01.arc,0x00e0,demo00_midna_cut00_fc_tmp.bck,512,4454c1acd2bb7e46,"anim,tmp",-1
Demo06_01.arc,0x0091,demo06_kusarinomove_cut00_bd_high_o.bmd,83040,a205b4b9c582f588,"high,model",0
Demo06_01.arc,0x0092,demo06_kusari_cut00_bd_high_o.bmd,45376,10b3667f490bb279,"high,model",0
Demo06_01.arc,0x00ee,demo00_midna_cut00_fc_blend.bmd,88672,80d5304750b48e6a,"model,tmp",0
Demo06_01.arc,0x00ef,demo00_midna_cut00_fc_tongue.bmd,27680,c53fd3a71f09b81f,"model,tmp",0
Demo06_01.arc,0x00fd,demo00_midna_cut00_fc_tmp.bls,260736,dbbae519f0d4d937,tmp,-1
Demo06_02.arc,0x005e,demo00_midna_cut00_fc_tmp.bls,260736,dbbae519f0d4d937,tmp,-1
Demo06_02.arc,0x005f,demo00_midna_cut00_fc_blend.bmd,88672,80d5304750b48e6a,"model,tmp",0
Demo06_02.arc,0x0060,demo00_midna_cut00_fc_tongue.bmd,27680,c53fd3a71f09b81f,"model,tmp",0
Demo07_01.arc,0x0000,demo07_link_cut01_bd_nomal_o.bck,10784,41e7699be36d3f23,"anim,link_body",-1
Demo07_01.arc,0x000c,demo07_link_cut02_bd_unari_o.bck,16480,cff6710e55ecc284,"anim,link_body",-1
Demo07_01.arc,0x0010,demo07_link_cut03_bd_unari2_o.bck,14304,6614201dab886131,"anim,link_body",-1
Demo07_01.arc,0x0014,demo07_link_cut05_bd_lookwalk_o.bck,22944,afa0ad9bb873da86,"anim,link_body",-1
Demo07_01.arc,0x001a,demo07_link_cut06_bd_tikayoru1_o.bck,21952,e7dd635b661f7ba8,"anim,link_body",-1
Demo07_01.arc,0x001b,demo07_link_cut06_bd_tikayoru2_l.bck,7104,e25773046d9deff4,"anim,link_body",-1
Demo07_01.arc,0x001c,demo07_link_cut06_bd_tikayoru3_o.bck,8064,540edf9449dfdccf,"anim,link_body",-1
Demo07_01.arc,0x001d,demo07_link_cut06_bd_tikayoru4_l.bck,6944,bbea8e1718b9d2f0,"anim,link_body",-1
Demo07_01.arc,0x001e,demo07_link_cut06_bd_tikayoru5_o.bck,7872,b1d7c6ebf868299f,"anim,link_body",-1
Demo07_01.arc,0x001f,demo07_link_cut06_bd_tikayoru6_l.bck,6976,b1672217caabc4bc,"anim,link_body",-1
Demo07_01.arc,0x0020,demo07_link_cut06_bd_tikayoru7_o.bck,10080,6661c9155098ad53,"anim,link_body",-1
Demo07_01.arc,0x003d,demo07_link_cut07_bd_asi_l.bck,5824,29eaedc197a5bdef,"anim,link_body",-1
Demo07_01.arc,0x0050,demo07_link_cut09_bd_doko1_o.bck,11776,c20a1b31bef3f5d5,"anim,link_body",-1
Demo07_01.arc,0x0051,demo07_link_cut09_bd_doko2_l.bck,7200,c7336e8b7d705dad,"anim,link_body",-1
Demo07_01.arc,0x0052,demo07_link_cut09_bd_doko3_o.bck,4896,f1de2a7e2f128b8c,"anim,link_body",-1
Demo07_01.arc,0x0053,demo07_link_cut10_bd_odoshi1_o.bck,9984,28b9c0716dbe4436,"anim,link_body",-1
Demo07_01.arc,0x0054,demo07_link_cut10_bd_odoshi2_l.bck,7200,2803e37f63d1d31e,"anim,link_body",-1
Demo07_01.arc,0x0064,demo07_link_cut11_bd_look1_o.bck,14400,be1309ee5b29d9ed,"anim,link_body",-1
Demo07_01.arc,0x0065,demo07_link_cut11_bd_look2_l.bck,9376,a488c0b8693ead83,"anim,link_body",-1
Demo07_01.arc,0x0066,demo07_link_cut12_bd_look_l.bck,9024,900220262438cf76,"anim,link_body",-1
Demo07_01.arc,0x0073,demo07_link_cut08_bd_sorry1_o.bck,12544,2591f878bd2ef458,"anim,link_body",-1
Demo07_01.arc,0x0074,demo07_link_cut08_bd_sorry2_l.bck,8000,78dd3764a0b708e7,"anim,link_body",-1
Demo07_01.arc,0x0082,demo07_03link_cut01_bd_nomal_l.bck,9440,c692a2ecaa2ca050,"anim,link_body",-1
Demo07_01.arc,0x0088,demo07_03link_cut03_bd_kaoage_o.bck,12768,fa7319a24a2481fa,"anim,link_body",-1
Demo07_01.arc,0x009a,demo07_03link_cut06_bd_what10_l.bck,8128,3cbccc47b6c94add,"anim,link_body",-1
Demo07_01.arc,0x009b,demo07_03link_cut06_bd_what11_o.bck,11296,d5a5d089358a44cc,"anim,link_body",-1
Demo07_01.arc,0x009c,demo07_03link_cut06_bd_what1_o.bck,7936,e432beeead855220,"anim,link_body",-1
Demo07_01.arc,0x009d,demo07_03link_cut06_bd_what2_l.bck,7104,2e659e4a72571bf1,"anim,link_body",-1
Demo07_01.arc,0x009e,demo07_03link_cut06_bd_what3_o.bck,14048,928206b4cd7bd468,"anim,link_body",-1
Demo07_01.arc,0x009f,demo07_03link_cut06_bd_what4_l.bck,7552,2973abbfbfbb3911,"anim,link_body",-1
Demo07_01.arc,0x00a0,demo07_03link_cut06_bd_what5_o.bck,22144,cc8751ac7ae52780,"anim,link_body",-1
Demo07_01.arc,0x00a1,demo07_03link_cut06_bd_what6_l.bck,7872,946419321f82cf06,"anim,link_body",-1
Demo07_01.arc,0x00a2,demo07_03link_cut06_bd_what7_o.bck,7680,16d393e7e40480de,"anim,link_body",-1
Demo07_01.arc,0x00a3,demo07_03link_cut06_bd_what8_l.bck,7584,6667d8a7d572f182,"anim,link_body",-1
Demo07_01.arc,0x00a4,demo07_03link_cut06_bd_what9_o.bck,19712,2db8cccd1745e26a,"anim,link_body",-1
Demo07_01.arc,0x00f6,demo07_03link_cut07_bd_escape1_o.bck,28096,d90a4e0a695c93a5,"anim,link_body",-1
Demo07_01.arc,0x00f7,demo07_03link_cut07_bd_escape2_l.bck,4640,9b6ad66df6094f2d,"anim,link_body",-1
Demo07_01.arc,0x0158,demo00_midna_cut00_fc_tmp.bck,736,1f652abf2094438b,"anim,tmp",-1
Demo07_01.arc,0x011d,demo00_midna_cut00_fc_blend.bmd,88672,80d5304750b48e6a,"model,tmp",0
Demo07_01.arc,0x011e,demo00_midna_cut00_fc_tongue.bmd,27680,c53fd3a71f09b81f,"model,tmp",0
Demo07_01.arc,0x011a,demo00_midna_cut00_fc_tmp.bls,201472,5e36b293c5ae2d70,tmp,-1
Demo07_03.arc,0x0036,demo07_tmp_cut23_gp_0_l.bpk,192,4b036ea6d9ca3f4b,"anim,tmp",-1
Demo08_00.arc,0x000d,demo00_midna_cut00_hl_tmp.bck,1088,63c91466e37ee12c,"anim,tmp",-1
Demo08_00.arc,0x000e,demo00_midna_cut00_hr_tmp.bck,1088,20616de6dbdcb5b7,"anim,tmp",-1
Demo08_00.arc,0x0012,demo00_midna_cut01_hl_1_o.bck,1504,891db4a079af040a,"anim,tmp",-1
Demo08_00.arc,0x0013,demo00_midna_cut01_hr_1_o.bck,1504,d0b8a0d90f410543,"anim,tmp",-1
Demo08_00.arc,0x001a,demo00_midna_cut00_fc_tmp.bck,512,18728d8150c3735b,"anim,tmp",-1
Demo08_00.arc,0x000f,demo00_midna_cut00_hl_tmp.bmd,14688,20e807cbbb33738d,"model,tmp",0
Demo08_00.arc,0x0010,demo00_midna_cut00_hr_tmp.bmd,14688,47e3856e59297ea5,"model,tmp",0
Demo08_00.arc,0x001e,demo00_midna_cut00_fc_blend.bmd,88672,80d5304750b48e6a,"model,tmp",0
Demo08_00.arc,0x001f,demo00_midna_cut00_fc_tongue.bmd,27680,c53fd3a71f09b81f,"model,tmp",0
Demo08_00.arc,0x0023,demo00_midna_cut00_fc_tmp.bls,241824,69e13a6ff5e9d6e2,tmp,-1
Demo08_01.arc,0x0047,demo00_midna_cut00_hl_tmp.bck,1088,63c91466e37ee12c,"anim,tmp",-1
Demo08_01.arc,0x0048,demo00_midna_cut00_hr_tmp.bck,1088,20616de6dbdcb5b7,"anim,tmp",-1
Demo08_01.arc,0x0063,demo00_midna_cut00_fc_tmp.bck,928,47a9a053b6eb8ccd,"anim,tmp",-1
Demo08_01.arc,0x0043,demo00_midna_cut00_hl_tmp.bmd,9728,cdbcff72d748def9,"model,tmp",0
Demo08_01.arc,0x0044,demo00_midna_cut00_hr_tmp.bmd,9664,335e9882f76c55f3,"model,tmp",0
Demo08_01.arc,0x0068,demo00_midna_cut00_fc_blend.bmd,88672,80d5304750b48e6a,"model,tmp",0
Demo08_01.arc,0x0069,demo00_midna_cut00_fc_tongue.bmd,27680,c53fd3a71f09b81f,"model,tmp",0
Demo08_01.arc,0x006e,demo00_midna_cut00_fc_tmp.bls,241824,69e13a6ff5e9d6e2,tmp,-1
Demo09_00.arc,0x0032,demo09_link_cut01_bd_walk_o.bck,38752,18ec202efc27df54,"anim,link_body",-1
Demo09_00.arc,0x0034,demo09_link_cut00_bd_loop_l.bck,11488,c53a9aaa0ede7b91,"anim,link_body",-1
Demo09_00.arc,0x0035,demo09_link_cut02_bd_walkstop_o.bck,29632,58bc3c50917db905,"anim,link_body",-1
Demo09_00.arc,0x0036,demo09_link_cut07_bd_hedup_o.bck,5696,1b28962bcfc727c6,"anim,link_body",-1
Demo10_01.arc,0x0091,demo00_midna_cut00_hl_tmp.bck,1088,63c91466e37ee12c,"anim,tmp",-1
Demo10_01.arc,0x0092,demo00_midna_cut00_hr_tmp.bck,1088,20616de6dbdcb5b7,"anim,tmp",-1
Demo10_01.arc,0x00a1,demo00_midna_cut00_fc_tmp.bck,992,93c60038fbbebd76,"anim,tmp",-1
Demo10_01.arc,0x009d,demo00_midna_cut00_hl_tmp.bmd,9728,cdbcff72d748def9,"model,tmp",0
Demo10_01.arc,0x009e,demo00_midna_cut00_hr_tmp.bmd,9664,335e9882f76c55f3,"model,tmp",0
Demo10_01.arc,0x00a5,demo00_midna_cut00_fc_blend.bmd,88672,80d5304750b48e6a,"model,tmp",0
Demo10_01.arc,0x00a6,demo00_midna_cut00_fc_tongue.bmd,27680,c53fd3a71f09b81f,"model,tmp",0
Demo10_01.arc,0x00aa,demo00_midna_cut00_fc_tmp.bls,260736,dbbae519f0d4d937,tmp,-1
Demo11_00.arc,0x0000,demo11_link_cut16_bd_1_o.bck,62624,0a8db77076e20fba,"anim,link_body",-1
